R28,C25082,0,0
J3,,0,0
C19,C15195,0,0
C20,C15195,0,0
C24,C15195,0,0
R20,C25082,0,0
IC3,,0,0
R26,C25091,0,0
R30,C477760,0,0
C22,C15195,0,0
C18,C15195,0,0
C17,C15195,0,0
C16,C15195,0,0
R22,C25860,0,0
C21,C15195,0,0
C13,C15195,0,0
IC5,,0,0
C14,C15195,0,0
X2,C1509230,0,0
C54,C52923,0,0
C52,C52923,0,0
IC4,,0,0
C15,C15195,0,0
C23,C15195,0,0
R32,C25860,0,0
J4,,0,0
R27,C25091,0,0
R37,C25091,0,0
R38,C25091,0,0
